Username,Tweet,Clean_Tweet,Sentiment_Score,Sentiment
user_1220,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4356,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5670,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_4578,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_8092,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_8851,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_8114,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3053,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_8465,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_1157,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_5520,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7619,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_1960,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_8841,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2084,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_8647,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_2322,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9507,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_7356,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5078,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_2955,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9033,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_8805,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_3889,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_5804,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_8521,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_9956,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_3581,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_9919,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_3076,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4966,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_8495,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_6872,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_2960,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_4695,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_1853,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_7827,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_8326,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_3683,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_5552,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_2348,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_8907,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_1883,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_8692,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_7858,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_7942,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_4743,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_6589,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_3211,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_2055,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1629,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_7762,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_6659,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_3345,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_7623,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_2932,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_3945,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_3332,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_6530,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_4423,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9145,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9508,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_1389,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_3037,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_3063,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_5925,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5652,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2499,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_9055,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_3506,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_2412,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_7485,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_5274,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_2224,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1104,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4789,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_5051,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5653,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9365,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_4792,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8638,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_3993,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_8340,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_6481,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_6490,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_6359,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_6844,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_6908,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_1604,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_1930,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_5752,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_9177,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1235,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_3275,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_7008,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_7347,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3842,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_4228,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_2215,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_9839,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_8434,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_1867,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1018,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2009,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_7423,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9070,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_7860,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5728,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_5830,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_8669,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_2657,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_2196,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_5602,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1004,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_8438,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_1112,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_7197,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_2128,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_7900,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_3339,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5397,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_2509,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_4867,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_7414,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_1485,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8589,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_1399,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_3909,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_4756,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_8454,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_2847,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_3395,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_9238,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4975,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_1962,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_7829,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_1866,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_4015,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_2219,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_6241,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_4373,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_9076,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_5491,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_3154,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_4808,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_4307,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_2867,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_3655,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_2449,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7094,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_3879,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_1015,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_1268,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_2989,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_3942,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9216,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_9946,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8413,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_7279,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_6279,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_1099,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8617,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6651,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_7287,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_8414,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3870,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_5184,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1227,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2650,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_1078,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_4561,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_1945,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_9952,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6391,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_6855,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_3208,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_8989,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_4498,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_6363,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1104,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_4233,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4776,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8269,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4253,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_5530,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_4257,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_4006,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5990,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_3551,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_6941,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_5993,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_4032,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_3699,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_4502,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9817,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_6460,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_7521,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_4924,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_9450,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_7275,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_8008,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_2209,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_7162,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_1775,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4430,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_7062,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_7964,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6248,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_1812,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_9223,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_6754,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_1322,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_8352,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_8390,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_8371,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_2423,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_5232,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_5517,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_3062,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_5417,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_7957,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_1916,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8224,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3494,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_4975,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_2786,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_3535,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_2500,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1048,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_6434,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_5554,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_6437,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_6620,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7786,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_8224,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_5234,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_7729,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_2640,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_7979,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_6367,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4816,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_5481,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_4320,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_2424,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_6507,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_8443,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9103,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_7254,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_4384,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_2509,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8593,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_3887,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_6783,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_4117,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_1018,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_1725,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5795,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_2534,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_8099,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_8419,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_4065,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_7085,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3134,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_8625,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_1789,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_1899,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_8084,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_6806,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_5040,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_4206,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_6993,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_8888,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_4999,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_3406,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_5304,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_2424,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_7457,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_2561,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_8399,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_4747,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_9570,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4434,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7441,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_3292,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2533,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_9454,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_9975,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1072,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_6607,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7391,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_9579,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_8385,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_6626,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_4231,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_2430,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_9359,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_6280,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_7542,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1657,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_1037,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_1603,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_3356,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7443,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_1643,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
